country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon,cluster,point_type,severity,hotspot_rank
Burkina Faso,Garango,54,Moderate,1,Good,25,Good,0,Good,54,Moderate,11.8,-0.55,163,core,LOW,109.0
Germany,Ahaus,54,Moderate,1,Good,16,Good,9,Good,54,Moderate,52.0667,7.0,1,core,LOW,146.0
United States of America,Cahokia,54,Moderate,1,Good,40,Good,5,Good,54,Moderate,38.565,-90.1793,113,core,LOW,132.0
Germany,Haan,54,Moderate,1,Good,43,Good,1,Good,54,Moderate,51.1667,7.0,1,core,LOW,146.0
Burkina Faso,Tenkodogo,54,Moderate,1,Good,27,Good,0,Good,54,Moderate,11.7833,-0.3667,163,core,LOW,109.0
Romania,Titu,54,Moderate,1,Good,45,Good,0,Good,54,Moderate,44.6622,25.5736,1,core,LOW,146.0
Netherlands,Sassenheim,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,52.2258,4.5225,1,core,LOW,146.0
France,Pessac,54,Moderate,1,Good,38,Good,1,Good,54,Moderate,44.8067,-0.6311,5,core,LOW,61.0
Italy,Cosenza,54,Moderate,1,Good,54,Moderate,0,Good,31,Good,39.3,16.25,5,core,LOW,61.0
Philippines,Tagoloan,54,Moderate,1,Good,18,Good,4,Good,54,Moderate,8.1092,124.4392,3,core,LOW,113.0
United States of America,Aspen Hill,54,Moderate,1,Good,30,Good,6,Good,54,Moderate,39.0927,-77.0826,40,core,LOW,169.0
Russian Federation,Dolgoprudnyy,54,Moderate,1,Good,26,Good,7,Good,54,Moderate,55.9333,37.5,7,core,LOW,240.0
Canada,Kenora,54,Moderate,1,Good,34,Good,0,Good,54,Moderate,49.7667,-94.4833,-1,noise,NOISE,-1.0
Germany,Abensberg,54,Moderate,1,Good,38,Good,3,Good,54,Moderate,48.8,11.85,1,core,LOW,146.0
United States of America,Blue Springs,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,39.0124,-94.2721,28,core,LOW,44.0
Mexico,Tepic,54,Moderate,1,Good,10,Good,3,Good,54,Moderate,21.5083,-104.8931,-1,noise,NOISE,-1.0
Switzerland,Regensdorf,54,Moderate,1,Good,36,Good,1,Good,54,Moderate,47.4333,8.4667,1,core,LOW,146.0
Mexico,Tecuala,54,Moderate,1,Good,12,Good,1,Good,54,Moderate,22.4004,-105.46,-1,noise,NOISE,-1.0
Germany,Worms,54,Moderate,1,Good,30,Good,3,Good,54,Moderate,49.6319,8.3653,1,core,LOW,146.0
Germany,Voerde,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,51.6,6.6833,1,core,LOW,146.0
Germany,Waltershausen,54,Moderate,1,Good,36,Good,4,Good,54,Moderate,50.8975,10.5558,1,core,LOW,146.0
Germany,Erftstadt,54,Moderate,1,Good,35,Good,3,Good,54,Moderate,50.8167,6.7667,1,core,LOW,146.0
Benin,Savalou,54,Moderate,1,Good,30,Good,0,Good,54,Moderate,7.9333,1.9667,-1,noise,NOISE,-1.0
